kierunek;wynagrodzenie;uczelnia;rok;forma;poziom;wskaznik;binary;województwo;stopa_bezr;absolwenci
 Geodezja i kartografia ;2603,83; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;0,62;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Zootechnika ;2692,67; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,61;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Prawo ;2630,67; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;Jednolite-magisterskie;0,61;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Pedagogika ;2558,95; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,61;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Ochrona środowiska ;2981,09; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,6;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Rolnictwo ;2624,52; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;II stopnia;0,6;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Mechanika i budowa maszyn ;2693,24; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,6;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Towaroznawstwo ;2742,71; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,6;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Bezpieczeństwo wewnętrzne ;2625,46; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,59;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Ekonomia ;2560,45; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,59;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Ekonomia ;2560,45; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,59;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Gospodarka przestrzenna ;2577,53; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,59;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Pedagogika specjalna ;2411,16; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,58;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Technologia żywności i żywienie człowieka ;2439,5; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,58;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Administracja ;2436,11; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,57;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Pedagogika ;2510,71; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,57;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Filologia: specjalizacja: filologia angielska ;2993,15; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,57;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Filologia: specjalizacja: filologia rosyjska ;2358,85; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,56;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Geodezja i kartografia ;2360,09; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,56;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Teologia ;2281,65; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;Jednolite-magisterskie;0,55;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Zarządzanie ;2292,3; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,54;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Prawo ;2548; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;Jednolite-magisterskie;0,54;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Zarządzanie i inżynieria produkcji ;2103,53; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,54;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Ekonomia ;2247,82; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,54;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Filologia: specjalizacja: filologia angielska ;2403,98; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,54;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Towaroznawstwo ;2991,22; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,53;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Praca socjalna ;2212,53; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,53;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Nauki o rodzinie ;2307,97; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,52;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Bezpieczeństwo wewnętrzne ;2041,64; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,51;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Mikrobiologia ;2329,56; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,5;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Pedagogika specjalna ;2110,42; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,5;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Wojskoznawstwo ;2044,8; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,49;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Turystyka i rekreacja ;2107,14; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,49;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Rybactwo ;1864,41; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,48;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Filologia: specjalizacja: filologia germańska ;1939,48; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,48;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Architektura krajobrazu ;2032,22; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,48;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Pedagogika ;2077,48; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,48;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Bezpieczeństwo narodowe ;2044,5; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,48;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Zootechnika ;1863,94; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Niestacjonarne;I stopnia;0,47;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Biotechnologia ;2513,88; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,46;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Biotechnologia ;2513,88; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,46;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Filologia: specjalizacja: specjalność nauczycielska w zakresie języka niemieckiego ;2123,02; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,46;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Dziennikarstwo i komunikacja społeczna ;2205,94; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,45;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Filologia: specjalizacja: filologia specjalność nauczycielska w zakresie języka angielskiego ;1655,05; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,45;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Ochrona środowiska ;2009,64; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,45;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Nauki o rodzinie ;1871,51; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,45;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Biotechnologia ;2059,42; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,45;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Turystyka i rekreacja ;1902,82; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,43;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Architektura krajobrazu ;2045,49; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,42;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Administracja ;1947,67; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,42;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Inżynieria bezpieczeństwa ;1858,51; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,42;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Ratownictwo medyczne ;1897,37; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,41;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Geodezja i kartografia ;1770,09; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,41;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Gospodarka przestrzenna ;1555,57; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,41;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Rolnictwo ;1553,56; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,39;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Biologia ;1627,91; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,39;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Weterynaria ;1593,23; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;Jednolite-magisterskie;0,37;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Logopedia ;1478,64; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,37;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Bezpieczeństwo narodowe ;1624,2; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,36;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Geodezja i kartografia ;1532,31; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,36;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Matematyka ;1580,56; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,36;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Stosunki międzynarodowe ;1543,36; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,35;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Zarządzanie ;1203,72; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,3;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Dziennikarstwo i komunikacja społeczna ;1298,8; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,3;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Edukacja artystyczna w zakresie sztuk plastycznych ;1319,7; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,29;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Edukacja artystyczna w zakresie sztuk plastycznych ;1163,46; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,29;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Dietetyka ;1220,87; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,28;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Zootechnika ;934,93; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,23;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Mikrobiologia ;1220,33; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,23;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Stosunki międzynarodowe ;824,12; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;II stopnia;0,2;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Edukacja artystyczna w zakresie sztuki muzycznej ;318; Uniwersytet Warmińsko-Mazurski w Olsztynie ;2018;Stacjonarne;I stopnia;0,07;Pierwszy prog;warmińsko-mazurskie;10,4;58
 Bioinformatyka i biologia systemów ;9026,35; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;1,87;Drugi prog;mazowieckie;4,9;113
 Informatyka ;11320,8; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;1,8;Drugi prog;mazowieckie;4,9;113
 Informatyka i ekonometria ;8171,54; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;1,45;Drugi prog;mazowieckie;4,9;113
 Informatyka ;6696; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;1,11;Pierwszy prog;mazowieckie;4,9;113
 Matematyka ;5230,45; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;1,09;Pierwszy prog;mazowieckie;4,9;113
 Socjologia stosowana i antropologia społeczna ;6181,07; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;1,06;Pierwszy prog;mazowieckie;4,9;113
 Finanse, inwestycje i rachunkowość ;5672,02; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;1,01;Pierwszy prog;mazowieckie;4,9;113
 Energetyka i chemia jądrowa ;4000; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;1;Pierwszy prog;mazowieckie;4,9;113
 Historia sztuki ;4016,01; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,96;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;5101,8; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,95;Pierwszy prog;mazowieckie;4,9;113
 Dziennikarstwo i komunikacja społeczna ;4930,61; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,95;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;6265; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,93;Pierwszy prog;mazowieckie;4,9;113
 Studia filologiczno - kulturoznawcze ;5979,3; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,92;Pierwszy prog;mazowieckie;4,9;113
 Germanistyka ;5045,52; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,91;Pierwszy prog;mazowieckie;4,9;113
 Finanse, rachunkowość i ubezpieczenia ;4817,52; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,91;Pierwszy prog;mazowieckie;4,9;113
 Filologia polska ;3966,05; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,88;Pierwszy prog;mazowieckie;4,9;113
 Logistyka i administrowanie w mediach ;4104,64; Uniwersytet Warszawski ;2018;Niestacjonarne;I stopnia;0,88;Pierwszy prog;mazowieckie;4,9;113
 Informatyka i ekonometria ;4325,66; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,87;Pierwszy prog;mazowieckie;4,9;113
 Filologia romańska ;5260,62; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,86;Pierwszy prog;mazowieckie;4,9;113
 Gospodarka przestrzenna ;4039,37; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,84;Pierwszy prog;mazowieckie;4,9;113
 Administracja ;4614,26; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,83;Pierwszy prog;mazowieckie;4,9;113
 Prawo ;5152,61; Uniwersytet Warszawski ;2018;Stacjonarne;Jednolite-magisterskie;0,82;Pierwszy prog;mazowieckie;4,9;113
 International Business Program ;5481,77; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,82;Pierwszy prog;mazowieckie;4,9;113
 Filologia iberyjska ;4614,82; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,82;Pierwszy prog;mazowieckie;4,9;113
 Gospodarka przestrzenna ;3828,54; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,8;Pierwszy prog;mazowieckie;4,9;113
 Lingwistyka stosowana ;4343,79; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,8;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;4875,59; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,8;Pierwszy prog;mazowieckie;4,9;113
 Finanse, rachunkowość i ubezpieczenia ;3725,81; Uniwersytet Warszawski ;2018;Niestacjonarne;I stopnia;0,8;Pierwszy prog;mazowieckie;4,9;113
 Finanse, inwestycje i rachunkowość ;4237,23; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,8;Pierwszy prog;mazowieckie;4,9;113
 Finanse, rachunkowość i ubezpieczenia ;3954,3; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,79;Pierwszy prog;mazowieckie;4,9;113
 Samorząd terytorialny i polityka regionalna ;4251,57; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,79;Pierwszy prog;mazowieckie;4,9;113
 Finanse, rachunkowość i ubezpieczenia ;3954,3; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,79;Pierwszy prog;mazowieckie;4,9;113
 Informacja naukowa i bibliotekoznawstwo ;4062,83; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,79;Pierwszy prog;mazowieckie;4,9;113
 Geologia stosowana ;4100,37; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,78;Pierwszy prog;mazowieckie;4,9;113
 Bezpieczeństwo wewnętrzne ;4143,13; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,78;Pierwszy prog;mazowieckie;4,9;113
 Orientalistyka - k. unikatowy (UW) ;4534,16; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,78;Pierwszy prog;mazowieckie;4,9;113
 Bioinformatyka i biologia systemów ;5303,05; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,77;Pierwszy prog;mazowieckie;4,9;113
 Finanse, rachunkowość i ubezpieczenia ;4186; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,77;Pierwszy prog;mazowieckie;4,9;113
 Filologia angielska ;4282; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,75;Pierwszy prog;mazowieckie;4,9;113
 Kryminologia ;3488,89; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,75;Pierwszy prog;mazowieckie;4,9;113
 Kryminologia ;3488,89; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,75;Pierwszy prog;mazowieckie;4,9;113
 Międzykierunkowe studia ekonomiczno - menedżerskie ;4032,92; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,75;Pierwszy prog;mazowieckie;4,9;113
 Ekonomia ;4227,45; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,74;Pierwszy prog;mazowieckie;4,9;113
 Studia wschodnie - k. unikatowy ;3770,25; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,74;Pierwszy prog;mazowieckie;4,9;113
 Zarządzanie ;3968,38; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,73;Pierwszy prog;mazowieckie;4,9;113
 Lingwistyka stosowana ;4233,7; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,73;Pierwszy prog;mazowieckie;4,9;113
 Prawo finansowe i skarbowość ;4203,11; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,73;Pierwszy prog;mazowieckie;4,9;113
 Stosunki międzynarodowe ;3927,73; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,72;Pierwszy prog;mazowieckie;4,9;113
 Slawistyka ;4613,77; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,72;Pierwszy prog;mazowieckie;4,9;113
 Filologia włoska ;3061,11; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,71;Pierwszy prog;mazowieckie;4,9;113
 Filologia ugrofińska ;3932,02; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,71;Pierwszy prog;mazowieckie;4,9;113
 Energetyka i chemia jądrowa ;4629,59; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,71;Pierwszy prog;mazowieckie;4,9;113
 Filologia włoska ;3061,11; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,71;Pierwszy prog;mazowieckie;4,9;113
 Chemia ;3730,58; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,7;Pierwszy prog;mazowieckie;4,9;113
 Socjologia ;3919,47; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,7;Pierwszy prog;mazowieckie;4,9;113
 Graduate Programme in International Relations ;4655,58; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,7;Pierwszy prog;mazowieckie;4,9;113
 Socjologia ;4769,8; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,7;Pierwszy prog;mazowieckie;4,9;113
 Bezpieczeństwo wewnętrzne ;3635,71; Uniwersytet Warszawski ;2018;Niestacjonarne;I stopnia;0,69;Pierwszy prog;mazowieckie;4,9;113
 Filologia romańska ;3022,82; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,69;Pierwszy prog;mazowieckie;4,9;113
 Europeistyka w zakresie europejskich procesów integracyjnych ;3823,89; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,69;Pierwszy prog;mazowieckie;4,9;113
 Psychologia ;3502,77; Uniwersytet Warszawski ;2018;Niestacjonarne;Jednolite-magisterskie;0,68;Pierwszy prog;mazowieckie;4,9;113
 Zastosowania fizyki w biologii i medycynie - k. unikatowy ;4404,75; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,67;Pierwszy prog;mazowieckie;4,9;113
 Bezpieczeństwo wewnętrzne ;3567,71; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,67;Pierwszy prog;mazowieckie;4,9;113
 Studia amerykanistyczne ;3970,01; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,67;Pierwszy prog;mazowieckie;4,9;113
 Germanistyka ;3644,31; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,67;Pierwszy prog;mazowieckie;4,9;113
 Matematyka ;3998,26; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,66;Pierwszy prog;mazowieckie;4,9;113
 Prawo ;3970,67; Uniwersytet Warszawski ;2018;Stacjonarne;Jednolite-magisterskie;0,66;Pierwszy prog;mazowieckie;4,9;113
 Historia ;4173,31; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,66;Pierwszy prog;mazowieckie;4,9;113
 Samorząd terytorialny i polityka regionalna ;3513,2; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,66;Pierwszy prog;mazowieckie;4,9;113
 Europeistyka - studia europejskie ;3904,78; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,66;Pierwszy prog;mazowieckie;4,9;113
 Europeistyka - studia europejskie ;3904,78; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,66;Pierwszy prog;mazowieckie;4,9;113
 Iberystyka ;3348,85; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,65;Pierwszy prog;mazowieckie;4,9;113
 Filologia włoska ;3852,09; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,65;Pierwszy prog;mazowieckie;4,9;113
 Pedagogika nauczycielska ;3261,67; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,65;Pierwszy prog;mazowieckie;4,9;113
 Pedagogika nauczycielska ;3319,13; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,65;Pierwszy prog;mazowieckie;4,9;113
 Profilaktyka społeczna i resocjalizacja - k. unikatowy ;3360,31; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,65;Pierwszy prog;mazowieckie;4,9;113
 Organizowanie rynku pracy ;3229,14; Uniwersytet Warszawski ;2018;Stacjonarne;I stopnia;0,64;Pierwszy prog;mazowieckie;4,9;113
 Logopedia ogólna i kliniczna ;3176,56; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,64;Pierwszy prog;mazowieckie;4,9;113
 Profilaktyka społeczna i resocjalizacja - k. unikatowy ;3042,33; Uniwersytet Warszawski ;2018;Niestacjonarne;II stopnia;0,64;Pierwszy prog;mazowieckie;4,9;113
 Humanitarian Action ;4304,82; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,63;Pierwszy prog;mazowieckie;4,9;113
 Filologia angielska ;3838,33; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,63;Pierwszy prog;mazowieckie;4,9;113
 Politologia ;3585,65; Uniwersytet Warszawski ;2018;Stacjonarne;II stopnia;0,62;Pierwszy prog;mazowieckie;4,9;113
 Prawo ;3571,85; Uniwersytet Warszawski ;2018;Niestacjonarne;Jednolite-magisterskie;0,62;Pierwszy prog;mazowieckie;4,9;113
